name	date	rate	text	helpful
Raghav X 'B'	2021-07-08	3	This app is good using this for 2 years but it's continuously showing error code 104103 and lagging a lot . other online app are working good Yt ,meet but it's showing connecting repeatedly.........	1
Hina Khan	2021-07-01	5	One of the best app for online classes. Our ma'am use this app to teach us and it runs so smoothly, compare to Skype. This one is best. It also works on weak network. Since I use mobile data	19
Amrita Bhattacharya	2021-07-08	3	From yesterday, I am facing login issue, and an error code is coming again and again (104114). Due to this my online classes are getting affected. Kindly fix this ASAP.	0
free fire lover mihir subedi	2021-07-06	5	this is good app for me because it help us to do online classes,business, talk with people . so for me it is useful. i have not problem from zoom.	8
Meena Khade	2021-07-06	5	It is having a lot of network problem. Please fix this, I can't use this app without WiFi. Aspecially when I am out of station.	12
Lubna Sadia	2021-07-08	1	It has been great till recently I am facing trouble joining meetings. It just shows 'connecting ' but doesn’t work. It would also be helpful if the screen could be zoomed in.	0
Wazpier	2021-07-09	1	It was a good app before the new update but now after this update it have various problem such as connecting problems, sometimes voice dosen't come to now this app is 💩 I wish if there was a option to give 0 star	0
Kymberly Mendoza	2021-07-09	5	It's an amazing tool especially during COVID-19. To be able to get in touch with our doctors. Therapist. Family. We always have a clear connection. Both visual and audio. And for that I thank you	1
Ranjana Singh	2021-07-08	1	It is nice app but from now it is not working, my network connection is good but it is showing that your network connection is not good that's why I can't join my important meeting 😩	1
hari bhattarai	2021-06-30	5	As I am a Teacher It helps me a lot to take online class....I can easily teach students with this app... One feature is my favourite feature i.e screen share ......I can share screen as well as I can show video related to the chapter in YouTube....And all this happen due to this app....From the heart I want to thank the team ...By them them the students future is not distract...they save their future from bad....thank you team....keep it up... 🥰🥰🥰🥰😘😘😘😍😍😍🤟🤟👍👍👍👍🤘	73
Manipriya Jindal	2021-07-07	3	This a good app for online classes .The teacher tell us very well with screen Sharing option. I like the Zoom app but I can't sign in on my phone as in my other old phone I can Sign In and use Virtual Background please fix Sign in and gave all devices a feature 'Vitual Background'	4
Nior Patipan	2021-07-07	1	Why can't I see the file that others send into the chat in the meeting? It only happens on the mobile application but PC is work properly. Please answer my question since I didn't find the answer on the internet.	0
Shubham U B	2021-07-07	1	Very bad app if I join through meeting link it 2 to 3 minutes to prepare the meeting and when connected it shows only my name not the participants name and after some time it shows an error occurred.That is why I am giving it 1 Star	0
Mauth thinkers	2021-07-09	1	Sometimes my meeting doesn't connect. My classes are going on zoom app and I am unable to join the class because of error code 104103 .My internet is working well. It is now worst app.	2
nikhil verma	2021-07-08	4	Hi Zoom team, you people are doing awesome job. But now a days we are facing too much problem in zoom. Plz resolve it ASAP because we are totally dependent on this app. I hope you will understand the problem.	0
Anmol Aman	2021-07-09	1	After update i am Facing lot of problems in this app network problems, i can't join in the meeting, screen share is bot coming well and many more the main problem is i can't join in the meeting before update it was good but after update it is wrost	2
Batul Arsiwala	2021-07-09	1	Facing an error 104114 very frequently from last few days. Have done reinstalling of app and restarting phone. Still the problem remains. Please solve this error at earliest.	0
FOUZAANfat SIRAJ	2021-07-04	5	Cool I love it because there are giving and making more update to zoom. But in laptop and computer only there are more new thing but still i love it and a nother thing it's Short name is energy drinker please fix that but also I will rate 5 star I love ittttttttttt!!!!	3
manasa Nakka	2021-07-01	3	I don't know why after the zoom updated , Iam facing many problems such as while am listening to the class or teaching suddenly it's disconnecting and reconnecting again even my wifi connection is very good , can u please fix the problem so that we can teach happily.	1
Anil Masih	2021-07-08	1	Very difficult to use. Always passwords. No use waste of time. Not user friendly. I m already logged in but it says login login. Very bad experience sorry to say	0
Đark Ӄᴎ͟͞ɪ͟͞ԍ͟͞ʜ͟͞ᴛ] Gaming	2021-07-08	1	It do not connect to the meeting. It only shows connecting and after some time it says please check your internet connection. Full waste of time. Fixed it ASAP	0
Thokala srihari	2021-07-09	4	Its simply superb ,because we are using it in this pandemic,and it is deserving our need's through online classes,meetings etc by the way I like it very much thanks.	0
Mesandu Mandiv	2021-07-05	5	Well Done but mobile(Basic) not support local recording Can you permission to local recording of mobile vershon(Basic) and can you permission to background of mobile vershon (Basic) I like zoom..........	10
Poonam Sharma	2021-07-08	1	It was good earlier but now it's just come conecting and then some unknown error has occurred but my network is but , when I attend on Google meet it goes smoothly it means there is a problem with you	0
Shefali khedekar	2021-07-06	3	It's indeed a good app no doubts but now I'm facing some issues like video keeps stopping, voice keeps cracking, couldn't join the meeting etc....... I hope these problems will be solved soon 😇😇 Thnks	0
Uttam Kumar	2021-07-06	5	I love this app so much It help me to do my online exams ,classes,friend meetings and many more. I love this app because of their good reviews and good results also. Thank you so much zoom for this I will love this app forever Thank you😊😊😊😊😇😇😇😇	5
Selcouth Lass	2021-07-09	1	I am having connection issue from last 2-3, days, there is no internet issue coz all my apps are working properly but zoom is not connecting meeting. I am not able to attend my online classes due to this glitch.Please fix this glitch as soon as possible	0
nur amira	2021-07-01	3	Its stuck either I use laptop or phone. I'm pretty sure sometimes due to internet problem but if it is internet unstable, the screen surely will notify me. Improve the system pleaseee!!	2
Kevin Gibson	2021-07-09	4	Nice app can attend my online classes But I can't use the virtual background I don't know what's the problem my zoom is up to date and everything is fine but I can't use virtual background please provide virtual background as soon as possible.	0
harshil kadvani	2021-07-07	1	Sir Video meeting disturbed when We are online Class not clearly frequently so please Update your version and clear this problem. We are not able to join the meeting properly. Some times the voice may get lost and some times the screen shared by someone.	0
Aaseem Khot	2021-07-01	5	The interface is good and easy to use as well as understan but it requires a strong internet connection whic we cannot find easily in remote areas like villages I'll like to suggest you to do something about that	6
Jasvinder Singh Ramgarhia	2021-06-30	4	App is Great and working fine. Only one thing needs to be solved, please allow sharing and recieving files of any format in chat window, only this thing needs to be solved, otherwise the app is great	2
Harjeet Singh	2021-07-01	3	Zoom is good app for meeting but there is a incorrect password issue I was have I am typing correct password but there is everytime coming incorrect then I am going to fix this issue clear cache and clear storage but it can't fix when I am trying to connect with a link it wants password everytime incorrect issue please fix this as soon as possible and my classmates having this problem too	3
James Stevens	2021-06-30	3	Would like to be able to block incoming phone calls while in a zoom meeting or at least make them not take over the audio because there's such a delay switching back to the meeting audio even if you ignore the call.	7
Insane army!!!	2021-07-08	1	If there is a chance for giving no stars i would have done it , because this app is good when i install but now it is showing can't connect to our services pls check your internet connection even though I have a good connection 😡😡😡	1
Niyaz techno gaming	2021-07-06	1	Voice cant be heard in a meeting after app was updated. Before update zoom was working fine. Requesting support to resolve. All over the app is veryyyyy bad and bad bit*h	1
g diwakar reddy	2021-07-08	1	It shows network problem on the screen Error code:104103 from yesterday , please try to fix fastly ,I already missed some classes ,you don't neglect the this this	3
Sandhya Togar	2021-07-02	1	Yesterday onwards the audio is not connecting but our WiFi is very fast it not have any problem. There are some problem with zoom app audio connection the mic is not unmute when I start mic is in mute.	1
Lucie Mays	2021-07-05	5	I've only used it the one time, but it was very easy to use and I had no problems at all. Had a meeting with about 7 others and out of them, only one had problems. Side note: she was 93 years old so....	1
Vamshi Krishna Kamreddy	2021-06-30	1	I have experienced a issue while sharing video with audio. In some devices, there is ok. But in other with the same settings and procedures it's not audible.	24
Sahithi Yarlagadda	2021-07-08	2	Why zoom app is not detecting microphone especially in TAB.. I can hear the voice of the presenter but they can't hear me.. How to rectify the issue any suggestion it's effecting my child virtual classes	0
Shafquat Mahbub	2021-07-03	1	When I hold the phone in landscape mode the app changes to landscape view even when auto orientation is turned off. This behaviour is extremely irritating. There should be an option to set video auto-rotate.	14
Harish Rautela	2021-07-09	2	This app was good in starting and now ot is worst. I'm not able connect my classes even i have high speed connection of internet. Even my frnds are also facing this problem.....hope zoom will do work on it.	0
S Bhat	2021-07-01	1	I gave 1 star to this app because it's video quality is not good and participants stay in the lobby even if host has tried to admit............ It needs a lot of internet and it is slow. Microsoft teams is better than this app this app is worst app in the world.😡👎👿💢 Very bad app and stupid I think 1star is still more than enough.👎👎👎👎☹️☹️☹️😟🙁	8
Oloruntayo Kehinde	2021-07-07	3	Have been trying to verify my mobile number for a very long time now but it still doesn't work. It says verification code sent through sms but I don't get the sms. Don't know what is wrong	0
Anupam Sengar	2021-07-05	1	This is a wrost app in the world this app not deserve a single star. This app have many issues like , sound is not coming or breaking and many more please improve this app settings and give own zoom feature.	1
Avni 83	2021-07-07	2	After using it for a few moths it starts working very slowly. Sometimes it didn't even get connected even when the interent network is good.	0
Sartej Yadav	2021-07-09	1	After update that app is not working that is very worst meeting app this app should Be 0 star because sound is not coming clear and screen is not sharing bell fix thease all problam otherwise that will be worst app and we want old version back because that app is most bad meeting app	0
GAMING KING	2021-07-02	3	this app is good but i find two problems 1 we automatically back from the meeting 2 when you use this app for 5-6 days this work good but soon my phone start heating in only 30 minutes in meeting and i shock when there is overheating alert to my phone when using this app it happens first time to my phone when i use this app	7
Puran Goyal	2021-07-09	2	New problem emerged it doesn't connect to meeting and shows connecting fir 10 minutes and shows error in our network. Application doesn't see its own error but says network error even if the ping is 10 -15 😂😂	0
Bobbi Woodruff	2021-07-09	5	I find this app so easy to use and helpful. I use it several times a week and haven't had any issues over the past year. Thank you for making things possible that otherwise wouldn't be without it!	1
TECH GYAN	2021-07-01	1	This is the worst online option except this you can try Microsoft teams or google meet or an another option cisco webex can be a good option but dont use zoom it will automatically take you home screen in between meetings and say reconnecting......	2
Kaushik Naidu	2021-07-09	2	This app was previously very good was working well but now it is taking so much internet and it is given me so many problems I can't attend my classes property again and again I am getting disconnected please do something about it.	0
Daksh Goyal	2021-07-02	5	There was getting network problem in these app. I have airtel network which is very fast network but in zoom only zoom there was getting network problem. Please my humble request to you to solve these network problem. I can't take my online class in zoom please solve it. In Any other app of my phone there was isn't getting network problem, only in these app there was getting network problem. Please solve it. Thanks	12
Ritesh Maji	2021-07-08	1	I don't know why I am not been able to join in a meeting for many days, it's all be like connecting and connecting and after that a message from zoom comes like server error, what is this please resolve sir/mam as soon as possible	0
Swathi Reddy	2021-06-30	5	At computers virtual backgrounds will come But at iPad, Tablet, and mobile it will not come. And if you sign in or sign up, you can change your profile Only if you turn off your video.	8
Jon Hesketh	2021-07-06	1	Absolutely terrible. Continue to take payment even after completing the (very well hidden) unsubscribe process on website. Highly unscrupulous do not install.	2
Sundaram Dwivedi	2021-07-09	1	It is a very bad app because when i join my class after five minutes saying connecting it shows that Error 103104 has come report problem even my network is also excellent and by this thing I haven't join even one class of mine Zoom.us please fix that problem	0
Shah Mohammad Imran Hossain	2021-07-02	1	There is no option to disabling self preview in android version of zoom. But In iOS version it is available. Try to fix it as soon as possible.	0
ArKo'S LIve	2021-07-06	1	I think the app need major problem that is when i want to join any meetings. I cant join in the main time. Fristy maximum time the. Link has been broken or the app restared.	0
Mohit Sharma	2021-07-08	1	This app is not much good but nowadays I am facing the problem that whenever I am joining class it is soing connecting and then it is not connecting and I miss classes so please solve this issue fast 😠 I have also reported this problem a lot but not fixing	1
Sharone Orr	2021-07-01	5	Zoom is a great meeting spot for me. I was able to see my students and interact with them throughout the week. I will definitely continue to use it when we get back to school for parent teacher conferences.	12
Piyusha Poddar	2021-07-08	2	In the start it was good then when i join my class it shows connecting connecting error as a student this is really frustrating if you are not able to join your classes and miss the work the same happens with others	0
Kpop Multi Stan	2021-07-08	1	If it was for 0 stars then i surely have given it Me and my many classmates missed an important meeting due to the problem with new ver. and it surely is not network issue Worst experience with this app	0
SAVITA SAKTHIVEL	2021-07-08	2	It was working fine but from the last 3-4 days it has been showing error 104101...nd as a student I can't miss classes like this so I hope zoom will resolve this problem soon ...	0
ANURAG KUMAR PANDEY	2021-07-08	1	Hi Team, again getting issues After latest update getting many issue , like unable to join meeting, voice problem, waiting on connecting. Please check and solve this problem. Error code 104103 Thanks, Anurag Pandey	1
Pooja Soni	2021-06-30	1	It's a very bad app to use because it takes a lot of mobile data to use , wrost app . After update the background on mobile is not comming. From this app jio meet is very good for all things . But my mam takes classes in zoom wrost app .	4
Hari Patel	2021-07-09	1	The new update is worst I am not able to be in meeting for a long time ad after every 5 min connecting comes!!! This is not good please fix this issue asappp we are having online exams	0
Dhanush Kurra	2021-07-08	1	WORST APP I HAVE NEVER SEEN A APP LIKE ZOOM !!! UNABLE TO CONNECT TO THE MEETINGS EVEN HAVING WIFI WITH SPEED OF 30MB/S,IF U ARE NEW TO ZOOM BETTER LOOK FOR OTHER APPS,IT IS WORST APP UR DATA MAY OVER WITH A MEETING.FOR EX : I HAVE USING IT SINCE A YEAR BUT AFTER RECENT UPDATE ZOOM IS USING NEARLY 600MB-1GB DATA PER METTING (40 MINUTES),I STRICTLY SAYING TO ZOOM COMMUNICATIONS TO SOLVE THIS PROBLEM AS EARLY AS POSSIBLE OTHERWISE THE RATING OF APP MAY HAVE BIG DISASTER, THANK YOU.	8
Anjali Panwar	2021-07-01	5	Loved this app ..but i will suggest one another feature that is a setting in which only host can see us and other participants of the meeting disabled to see us (when our camera is on )	3
Vishnuteja Neerla	2021-07-07	1	Till yesterday meetings were good and I didn't even faced any problem but today after installing the update this app is giving much trouble and I can't even join the meeting... Plz fix this issue as soon as possible...	0
K Prasad	2021-07-07	1	Eror 104103 is showing, not connecting to any meetings but my network is so good, I have reported this problem from the app for many times but they are not solving it .Never use this app.	0
Haresh Kumar	2021-07-07	2	Before the update it was working fine but now since the update came up it is not working properly and sometimes it does not join the meeting I have even report the problem but still the Dev haven't done any fixation yet so only 2 stars I will rate	0
Gargi Singh	2021-07-08	2	I have enjoyed zoom meeting but after one month. The app is not working.I seeing connecting but they are not connecting so I gave only two star for zoom. Please improve your service	0
Harsh sharma	2021-07-09	1	Worst app.I am trying to join a meeting but it is showing connecting for 1 minute and showing is a network promblem.But my network is very good.As well as many others are also facing this problem.Please solve this..	0
u kohilameena	2021-07-09	2	Very bad app... Earlier i can join nice but after the update i can't able to join the meeting😕😡... Why i give two star is for the earlier it connects good so i give two.... But now it is not nice..	0
Rithi	2021-07-08	5	This is the best video conference app but yesterday and today I am not able to connect to any of my meetings and even my friends had the same issue....please resolve it as quickly as you can	2
Arnav Thapliyal	2021-07-08	1	A lot of bugs specially the Error: 104103. We had a meeting but non of the participants are able to attend as this Error: 104103 was shown and thy weren't able to attend the meeting.	0
Avinash Chouhan	2021-07-07	1	It's just a ridiculous app. Tired of using it. It always shows connecting even when I'm in a good network area.	0
Ridhi Barshan	2021-07-05	5	I really like this app.Because during lockdown we are not able to go schools but this app is brilliant and during lockdown it was very helpful for my studies .I really like this app ! AMAZING ...	2
D K S ŌP GAMING	2021-07-08	1	There coming cant connect to our service and there coming some kind of error code after the update it has become more buggy please fix this , I'm a student and I have classes on my daily basis , me and my friend facing the same problem please fix this again I'm telling	1
Deepa Singh	2021-07-08	1	Worst app! Never work normally. A month before it start having connection problems and now I everyday miss a meeting. Fix this as quickly as possible.	4
Himani Singh	2021-07-09	1	Earlier it was good but after an update of 28th june it has deteriorated. Too much connection problem i can never join a meeting. Please resolve the issue asap.	0
Gotima Rer	2021-07-09	2	I have gone through a series of network issues in zoom meetings even if the network is good please provide adequate services due regard to the same otherwise a best option as it is please change the issues of errors and update as soon as possible we have classes	0
Uday Vadrevu	2021-07-08	1	Unable to connect to classes despite uninstalling and installing the app multiple times..giving an error code while the issue is not with the internet service provider.	1
Farabi Islam Rishad	2021-07-04	1	Whenever I minimize the app in a meeting to do anything, the screenshare blackens and can't be fixed. This problem is coming recently. Fix this problem ASAP.😡	2
sangeetha S	2021-07-02	3	Hello everyone, zoom is a very good app. But, I can't record audio while using this app in my mobile. Please change your app for recording audio... Otherwise it's good.	2
Siyona Singhal	2021-07-06	4	Nice app but there is a problem whenever I do my classes through phone I am not abke to do virtual background so please fix this problem rest the app is awesome and easy to use. Thank you	1
Lizz Evans	2021-07-05	5	After hoop jumping, it works great. I am an elderly woman with limited tech skills and even less patience. This is on my nerves!	2
Savita Pagare	2021-07-08	1	Very worst aap I have seen in my life I ma not able to join any lecture of my school. After updating this aap I thought it will work smooth but it is not connecting to lecture. Before update it was working properly but after update it became worst app.😠😡😡😤.	0
Wesley Frient	2021-07-01	1	Worked great for the last year. But suddenly every meeting account I try and join says the passcode is incorrect. Passcodes I've been using for a while on multiple accounts.	6
MEERA ki rasoi Rasoi	2021-07-07	4	Zoom is a very nice and simple application I can do my very easily now but when we go to any screen Leaveing the first screen our video is off automaticly I don't like this. 😃😃👋	1
Karan Badhani	2021-07-07	1	Worst apk for meeting... My network connection is good I can play youtube video at 1080p without any discomfort.... but Don't know what happens to my network whenever I open Zoom for my meeting...d	0
sai teja	2021-07-08	1	It's a disgusting app which always have some or the other issues and I am really disappointed in between the meeting I am getting disconnected even though i updated my app it's not working and I am really disappointed	0
Paul Ganesh	2021-07-01	4	Good. Need free for atleast 1 hr. Connection problems to be solved. Audio disturbance in manytimes. Need more improvements.	0
Mangal Singh	2021-07-09	4	"Please resolve the bug which nowadays is not letting to enter into meeting. It just says ""connecting"" Fix it as soon as possible."	0
Prafulla Jaimin	2021-07-08	1	Zoom was working properly but now i don't know what is wrong with it i can't join any meetings. It's says to check your network but all other apps are working good with my network. Pls fix this.	1
Vaibhav Pandit	2021-07-08	3	I use this app more than 1 year it work probably but now days it is not work probably . When i tap on link then it only show connecting and not connected to the lecture . I am lost my daily lecture please solve my problem	0
Disha's Art	2021-07-08	1	Lot of network issue from zoom's side. Don't install it..if I would get the option to give a zero star then I would surely do it.	0
Santosh Panda	2021-06-12	4	It is very good and useful app! It is also responisible for joining meetings. By downloading this, joining meeting becomes easier... But there is one problem, sometimes when l enter meetings password, the password doesn't enter at all. So this is a very big problem for me. Please try to manage it. But l like this app. Thank you!	4
Daniel Jacob is Danny Fortune	2021-06-21	5	Zoom has been a good alternative to physically being in Fellowship with others as a group during the pandemic. My issues with Zoom came mostly from difficulties incurred while learning to use the app not just the app itself. Most of the glitches were worked out as it was updated. Thanks for having this option available. My family and I attend church every Sunday.	2
Academy man	2021-07-07	3	Many many network issue it has currently. Every time when it happens i have to uninstall and reinstall it only then it works and sometimes it is more worse	0
Aishwarya Bk	2021-07-09	1	I was using this have since past one year but suddenly for the jio sim users there is a issue of error and connecting problem. Because of this I am missing my classes. Really worst app.	0
Rasna M	2021-07-08	1	Worst meeting app ever, I sent the report 4 times and these guys don't even care of it. I have been losing classes for 2 days. And teacher asks and my only answer is this. It shows a error code that gets me raging. And today, It shows I have network issue, And my internet is on and I just put my internet just day before yesterday. THEN HOW THE HELL THERE WILL BE AN INTERNET PROBLEM ZOOM.US??? HOPE THIS APP DIES SO THAT WE CAN USE GOOGLE MEET. WORST APP EVER, TELL UR TEACHER OR SIR TO SWITCH..	0
Judy Gauntt	2021-07-02	5	Wouldn't be able to congregate w/o these wonderful brook. Thank you!! 7.1.21- Still love App Paid for our own as well. Thank you for updates, ease of inviting friends, clarity of pics/voice.	5
Neeraj Dixit	2021-07-08	1	Ridiculous Always shows some error error 104103 though network connection is good enough efficiently supporting the other apps but this app need a network connection as equal to that found in NASA station	0
Anil Wargude	2021-07-07	2	This app is good👍. But sometimes it happens that instead of having good network, I was not able to join any meeting. 😡😡😡💯.... Please do something... Reply to my feedback..... Please! 🙏🙏🙏	0
KAL PI KA Chaudhari Katkar	2021-07-08	4	"The reason for this review, I login to a lecture and at connecting, it ""network issue try again later""!!? Please fix this issue!!??"	0
Dipika Baruah	2021-07-08	2	Zoom is a good app but nowadays I am having some problems joining the classes and not only me all my friends are also facing this problem . I am disappointed with this app .	0
Lalsa Rai	2021-07-09	2	It is such a very bad app takes too much time to join and anytime it start showing network issues. I am very afaird about that. It is such worst app.😠😠	0
Vrushab Singadia	2021-07-06	5	The new latest update should be removed and the mute icon should be visible all the time because it creates a confusion when the cursor is not moved and we think that we are unmuted😅	4
aadya	2021-07-08	1	It is very slow and having network issues I hate this I have a wi-fi in my house but it has many issues and we have to make account to make our meeting. I hate this Google meet is better than it .	0
rohini gade	2021-07-07	4	I am a teacher and feel very comfortable while teaching on zoom... It has so may options.. Only one thing wants to tell.. Not able to record meetings on mobile..	0
PRINTON COMPUTERFORMS	2021-07-08	1	I am having a very good internet connection but i can't login to the meeting. It is coming error and error. So please fix this problem.	3
Shail Yadav	2021-07-07	4	Zoom is a very good app it is easy to operate and it is easy to mute and unmute and start video and stop video but if we don't buy premium we can only take meeting for 40 min but overall it is nice 😊.........	0
Evelyn Cooper	2021-07-08	5	Excellent sound and picture, easy to use and invite others. I use this app before all others in this category.	1
Raj Jain	2021-07-06	5	Its very intersting app for taking online classes in this pandemic situation so student can learn from home and this make new try to us and this makes student easy and the method of this E-learning platform i like	2
Anurag Bairagi	2021-07-07	5	Worst app at all, doesn't work properly, I am not satisfied with this app, please improve the network issue on this app soon as possible, Thankyou.	2
viva bro	2021-07-08	1	I was working well since 1.5 years but some bugs have came in new update and now its not working properly. Please fix this with a new update.	0
Dance with Vaishali	2021-07-09	1	It was fantastic I can do all my online meetings and classes very very very very easily fabulous. Mind blowing it has different features like can send any emojis to person during meeting and the host can give hostship to any participants we can chat and many more no ada no technical problem great.👌👌👌👌👌👌😀😀😀	0
Subhankhi Halder	2021-07-09	1	I was using this app for more than 1½ years for my online classes, everything was perfect but after the last update it's showing connecting problems, bcz of that I can't join my classes by time .my classes got ended .what the hell is going on .very soon we've our exams in clg .fix these probs asap.	0
Saswati Das	2021-07-09	1	What the hell has happened to this app. All my important classes are held in this app and i can't connect. Even with a good internet connection it shows network error. I wish I could give it 0 stars. Worst app ever.	1
bhairam Kharte	2021-07-06	5	It is so nice, it works nicely,so thanks to make this app. My online calsses become the real class room great to make this app it Work like the I injoy my classes so, one more time thanks to make this app .📱👍 And in future make best apps more for us to usefull.	2
md.mojammel hoque	2021-07-09	5	Nice app after update. Now it is not showing connecting and the peoples who are watching connecting in their screen because of their network problem.	2
S.I. Mamun Hossain	2021-07-03	5	Good application, but ID creat is difficult. So, all can't use easily. Make it easy access for all. And also at least time limit should be 1 hour.	7
NISHANTH REDDY	2021-07-08	4	The reason i gave four stars because it is better than google meet the reason i didnt gave the last star because it shows sometimes error. please check this problem and solve it next time i give you 5 stars Thank you	0
Hitendra Raj	2021-07-09	1	It was a good app before the last update but after the update it remains showing connecting and at the end it pop ups error message... I am frustrated by this ...	0
Melissa Stafford	2021-07-02	5	Same as that great video app share kind of thing that is really great experience as far as communicating with others that you can't be right there with so it's great thanks hope they keep updating it for the better	5
Rajesh Prasad	2021-07-08	2	Before the update it was the best app but after the update the meeting doesn't get connected i am having too much problems as i am a student it is getting very hard to get connected and teachers always scold us	3
Kushagra Chatta	2021-07-08	1	WORST APP, CAN'T GET CONNCETED EASILY, SHOWS ERROR EVEN AFTER PROPER CONNECTION, AUDIO ISSUES, SHOWS CONNECTING FOR LONG PERIODS OF TIME, I WISH I COULD NOT EVEN GIVE ONE STAR TO THIS APP	0
Suraj Vaishnav	2021-07-05	4	Kindly add the feature to control mic using the headphone main button (similar to hold spacebar to speak feature on pc) and Virtual backgrounds if possible.	0
Cesur TV	2021-07-09	1	I hate this Apps because , share screen in not available in my phone android version 10 also. I hate also cannot fix it up really hate , I cannot share my video and audio	0
RUPAM CHAUDHARY	2021-07-09	3	I with almost all of my classmates are facing the same problem it just shows connecting after recent update even though I have a network strength of 200 mbps. It's irritating. Please fix this our classes are getting affected due to this	0
Foysal Hasan Linkon	2021-07-07	3	You should add a alarm system so that we can get alarm when a meeting starts,cause country like Bangladesh,here nothing happens in time,and you know its boring to wait..	0
Shobha Chaitram	2021-07-05	3	There is a problem whenever my device needs to update the zoom mircophone does not pick up sound but usaually wirks great when the probelm is fix but this time i cannot seem to get fix could please fix it	0
Md Kamli	2021-07-09	4	It is a nice app but I'm giving it 4 stars bcoz it doesn't allow you to put backgrounds and filters on joining from phone...only in some phones it allows...pls fix it	0
MD Zubair Islam Khan	2021-07-04	4	It's quite good but not enough to conference and it has a also issues about login . I hope that this bugs will fixed as soon as possible	0
randhir anita	2021-07-08	1	"It is a best app but from tommorow it is not working properly and it still showing ""Can't connect to our service please check your internet connection"" please zoom fix this problem"	0
Nihal Manaf	2021-07-08	1	This app is not good its, take so many timeto connect and small sound cannot hear but google meet is very good and connecton problem and sometime when watching that will automatically go fix it	1
rashika khandelwal	2021-07-07	3	I have recently updated my zoom, after ending one meeting , when I start the next one, it doesn't allow the students to join, this is creating problem	0
Moheswar Patra	2021-07-08	2	I am trying again and again to connect for one of my meeting but it is not connecting only showing error code It is a very serious problem .please solve your technical issues as soon as possible	0
Samra Batul	2021-07-08	1	I miss my 3 classes. Becuase of zoom it has video connecting issue it is ver bad aap Google meet is better then this garbage aap solve this issue I have report too zoom very bad aap I have full data but I don't know about the issue I want to gave it 0 star but what I can do I can't give zoom 0 star don't download this garbage aap	0
Sanjay Ragho	2021-07-09	2	It's very nice app. It helped me to attend online classes . But nowadays there are many network problem . Please fix it.	0
ujjwal dahiya	2021-06-30	2	Someone send me a message and I didn't see it and then he tell me that I sended you, but I can't see the message, this is why ,on my more icon there is a number showing that someone sended you a chat ,but I can't see the chat, I opened it but it doesn't dissapare. It still staying there.fix this plz 🙏.the number is still staying there, it's not removing	0
ROYALITY GAMING	2021-07-09	1	This app is not bad but there is a problem of virtual background is not on every android mobile. You should give this feature to every android mobile	1
Ayush Saini	2021-07-08	2	Earlier it was good and there were many options like for recording and virtual background in Android but now it is not there.	1
Geetha Sri	2021-07-08	1	I don't want to give 1 star also because it is not working properly it is automatically coming back and it is coming can't connect to our service	0
Pecy lys	2021-07-06	3	3 stars because when you logging to habe your own account.. Eventually you can change your profile picture but sometimes when I want to change the profile it doesn't show. What I mean is you can't change your photo when you want and at anytime you want	1
Ran Lu	2021-07-01	4	Please add palm rejection for the whiteboard. I love to use the whiteboard during discussion, but I have to lift my palm from the screen all the time to avoid erroneous strokes. Can you add palm rejection for the whiteboard, I use a s-pen and most of the app I use have palm rejection, thanks.	0
Arya Babu	2021-07-08	1	1 star also more to this app . In the first it works perfectly after a few days it couldn't get connected to server	0
Chatanya	2021-07-08	5	It's good but nowdays I'm not able get into the class it's like 'connecting for 5 mins and then a message of error and network problem n stuff appers it's a big problem with m not able to take my classes due to this please fix it	5
follow your passion with kaavya	2021-07-07	1	After updating I can't join any of my meeting....even though my network is good.....what is this....fix it....I had even reported about it but nothing happened....this is so annoying.	0
Shuvangi Halder	2021-07-09	1	Worst app ever......having constant network issues. The app just needs an excuse to disfunction. Sometimes the meeting link is invalid.....other times the passcode. I've already had more than 24 classes missed because of this daily fuss and my attendance is suffering. Every time I try to join through the link a dialog box pops up on the screen asking for a passcode.........my question is WHY?.......why the hell would the user have to enter the passcode when the link has been already sent to you.	0
Anshul Dhiman	2021-07-09	1	This is very bad app.I cannot connect to any meeting and it always says can't connect to our services even if my network is well.please fix this problem otherwise I will delete this app.	0
Sandeep Saxena	2021-06-30	1	This is the worst app . This app is not working properly, it always shows error while opening. Also we can't share screen.That's why I have rated only it only one star.	2
Akshara jha	2021-07-08	1	This app is amazing but telling truely....this app is not creating blunders of problem and we are not able to connect to class and therefore we are being marked absent in every class.	3
Deekshita M	2021-07-09	1	There are many problems in this app...please solve the issue.... It's showing unknown error occured....wats that unknown error...... If there r errors in ur app please correct it .... It's really hectic to listen calsses in this app ..	0
Anand Raj	2021-07-09	1	"Totally misleading error messages. for example:- If the host doesn't respond to the joining request instead of showing ""Nobody responded to the request of your joining"" it show's ""Can't connect to our services, Please check your internet connection"" which would totally confuse any person and same happenes if the host only mutes me it would show ""The host has muted everyone"" instead of ""You have been muted by the host. It's a pity my school uses Zoom."	0
Anisha Parvin bt MF	2021-07-03	1	I am having problem with zoom.. It keeps getting uninstalled each time I start a meeting. This happens every time. My connection is good. Please help.	0
Kunal Rao	2021-07-08	1	Very bad app , any time it may disconnect you from the meeting and it starts lacking and always say to send report but nothing happens even I send the report	0
Sanjay Lal dev	2021-07-09	1	Very worst not working properly and when I am joining a meeting than showing connecting and than after 1 pop up message is coming too bad this app is not good than whatsup video call also.😠😠	0
